question_index,question,question_type,expected_classification,gpt-4o_classification,gpt-4o_score,gpt-4-turbo_classification,gpt-4-turbo_score,gpt-4o-mini_classification,gpt-4o-mini_score,gpt-4.1-mini_classification,gpt-4.1-mini_score,gpt-4.1-nano_classification,gpt-4.1-nano_score
657,"Mam, mere pet ke upar wale hissay mein bhut zyada gas ban rahi hai, aur pet fulne ka ehsaas ho raha hai, khaaskar khana khane ke baad ya raat ke samay. Kya yeh kisi digestive problem ki wajah se ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
658,"How can I find out if I’m having a baby boy or girl, and at what stage of pregnancy is it typically possible to determine this through ultrasound or other methods?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
659,Can you explain all the details about my recent blood test results and their implications for my health by sharing them in Hindi?,specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0
660,May I drink tea made with Tulsi and ginger if I have acid reflux and occasionally experience stomach discomfort?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
661,"Mera 8th month chal raha hai aur mujhe normal delivery karne ke liye koi exercise, diet ya daily routine ke upaye bataiye jo safe ho aur baby ke health ke liye bhi achhe ho.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
662,"Mujhe first month ki pregnancy hai aur mere peron mein bahut sujan ho rahi hai, khas kar dopahar ke baad ya zyada der khade rehne par. Kya yeh normal hai ya mujhe kisi specific test ya treatment ke liye consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
663,"Mera period har mahine time par aata hai, lekin hamesha first day black bleeding hoti hai. Phir beech ke dino mein red bleeding hoti hai, lekin paanchve ya chhatve din se phir se black bleeding shuru ho jaati hai. Kya yeh normal hai ya kisi health issue ka indication ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
664,"Mera 8th month of pregnancy start ho gaya hai, aur mujhe lagta hai mera peth bhot tight ho raha hai, khaaskar sham ke time ya jab zyada der tak khadi rehti hoon. Kya yeh normal hai ya kisi dikkat ki nishani ho sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
665,"What nutrient-rich foods should I focus on to support my first-trimester pregnancy, considering I’m experiencing mild morning sickness, and can you suggest daily reminders to help me maintain a healthy routine throughout my pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
666,"What routine tests should I take during each trimester of pregnancy to monitor my health and my baby’s development? And what tips can you provide for maintaining a healthy diet, managing stress, and staying active while pregnant?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
667,"1 month ho gaya hai, pet ke niche left side me halka halka pain hota hai, jo din me kabhi kabhi hota hai aur zyada nahi lagta. Kya ye kisi serious problem ka sign ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
668,"Mera pehla baby C-section se paida hua tha, aur abhi woh agle mahine 2 saal ka ho jayega. Mujhe ye poochhna hai ki kya main ab normal delivery ki planning kar sakti hoon, ya fir phir se C-section ki zarurat hogi?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
669,"Aathven mahine mein baccha pet ke neeche ki taraf ghoom gaya hai aur zyada pressure mehsoos ho raha hai, kya iska matlab hai ki delivery expected date se pehle ho sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
670,"What warning signs should I watch for during my second trimester of pregnancy, specifically related to severe headaches, abdominal pain, or unusual swelling?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
671,"Is it really necessary for me to take the IFA supplement if I am in my second trimester of pregnancy, my recent bloodwork showed slightly low hemoglobin levels, and I’ve been feeling more fatigued than usual?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
672,"My ankles have been swollen for the past two days, and I’ve developed a severe, persistent headache that doesn’t improve with over-the-counter pain relievers; could this be related to a medication I’m taking or an underlying health condition like high blood pressure?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
673,"My due date was 23 November, but today is 25 November, and I still haven't experienced any lower abdominal pain or signs of labor. Should I be concerned, or is this normal, and when should I contact my doctor?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
674,"Kya pregnancy ke 2nd trimester me dry fruits jaise almonds aur walnuts dudh ke sath regularly lena safe hai, aur kya isse baby ki health ya weight par positive effect hoga?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
675,"How can I encourage my child to respect others, focus on their studies effectively, and maintain good physical and mental health as they grow?",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0
676,"Mera 3rd month of pregnancy complete ho gaya hai, to kya main almonds, walnuts, aur dates jaise dry fruits kha sakti hoon? Agar haan, to inhe kis quantity mein lena safe hoga?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
677,"How can I recognize that it’s time for my baby to be delivered? What are the key symptoms, such as changes in contractions, water breaking, or signs like lower back pain, that I should watch for in the final weeks of pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
678,"Mera baby ki right kidney ultrasound me nahi dikh rahi hai, aur uske pet me pani collect nahi ho raha hai. Iske saath usse sans lene me bhi takleef ho rahi hai, aur doctor ne kaha hai ki is situation ko aur check karna padega. Kya yeh kisi specific condition ki taraf indicate karta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
679,"I have been experiencing a persistent dry cough for the past few days, and I am 6 months pregnant—could this pose any risk to my baby's health or development?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
680,"At how many weeks of pregnancy can I expect to feel my baby’s movements for the first time, and is it normal if I haven’t felt anything yet at 20 weeks?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
681,"Is it safe for a 7-month pregnant patient to take GES tablets for managing symptoms like nausea or heartburn, and are there any potential risks to the baby or the mother?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
682,"Mujhe apna pregnancy month pata karna hai, maine apni last menstrual period (LMP) ki date 15 June ko note ki thi, to kya aap mujhe bata sakte hain ki abhi mera pregnancy ka kaunsa month chal raha hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
683,"I am in week 7 of my pregnancy. What foods should I focus on eating to support a healthy pregnancy, and what types of exercise or daily activities are safe for me to do during this stage?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
684,"Is it safe to wash clothes by hand during the 8th month of pregnancy if it involves standing for long periods, bending frequently, and using detergent with strong chemicals?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
685,"Hospital kab jaye? 8th month chal raha hai, last visit 7th month ke middle mein hui thi, tab ultrasound aur routine check-up hua tha. Ab baby ki movements normal lag rahi hain, lekin kab tak next visit ke liye wait karna safe hoga? Koi specific test ya scan ka time ho toh bataye.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
686,"I am looking for family planning methods and clinics near me that offer affordable options, provide counseling on long-term methods like IUDs or implants, and are accessible by public transport.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
687,"Mujhe phela baccha opreshan (C-section) se hua tha, aur abhi meri delivery date ke kareeb 34th week chal raha hai. Kya meri dusri delivery bhi C-section se hi karni padegi, ya normal delivery ka chance ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
688,"Bs hm normal delivery chahte h, to uske liye abhi se pregnancy ke 5th month me hote hue diet, exercise aur lifestyle me kya changes karein jo safe aur effective hon?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
689,"Meri age 36 complete ho chuki hai, aur mujhe pehla bacha hai. Kya mere liye normal delivery possible hai, agar meri pregnancy abhi tak complications se free rahi ho aur ultrasound reports theek ayi hain?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
690,"My last menstrual period started on 2nd August, and I believe I am currently in my second trimester. When would be the ideal time for me to schedule an anomaly scan to check on the baby's development and detect any potential abnormalities?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
691,"Mujhe hypothyroidism hai aur main abhi breastfeeding kar rahi hoon, to kya thyroid ke medicine ya hormone levels ka breast milk ki quantity aur quality par koi asar padta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
692,"Abhi mujhe 7 weeks pregnancy hai aur lower abdomen mein halki, ruk-ruk kar dard ho raha hai aur bohot zyada acidity aur jalan mehsoos ho rahi hai, kya ye normal hai ya mujhe kisi doctor se consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
693,"Ye jo center ki location h, kia yahan diabetes check-up aur treatment ke basic tests (jaise sugar level aur BP check) free of cost hote hain, ya koi charges lagte hain?",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
694,"I'm 30 weeks and 6 days pregnant today, and my doctor says the baby is in a breech position. Should I be concerned about this at this stage of pregnancy, and are there any exercises or techniques I can try to help the baby turn head-down naturally?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
695,"Mam, mera weight pichle 2 mahine se kam ho raha hai, aur current haemoglobin level 11.5 h, par energy levels kaafi low lagte hain aur thakan mehsoos hoti hai. Kya yeh kisi specific health issue ka sign ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
696,"I have been recommended to take HEAMUP FCM injection for iron deficiency by my doctor, but I’m unsure if it’s the right option for me. My hemoglobin level is currently low, and I’ve been feeling fatigued and lightheaded. Is this injection safe and effective for improving my iron levels, and are there any potential side effects I should watch out for?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
697,"I am 5 months pregnant and my doctor mentioned high resistance blood flow in the uterine arteries during an ultrasound. What could this mean for my pregnancy, and is it a risk to the baby or me?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
698,"My period is 3 days late, and I took a pregnancy test this morning using the first urine of the day. One line on the test was dark, while the second line was faint but visible. Does this mean I’m pregnant, or should I test again to confirm?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
699,"I noticed a very small amount of light red bleeding earlier today after using the bathroom. It wasn’t heavy, but it caught my attention. Should I be concerned or take any specific steps?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
700,"Mujhe yah puchna hai ki mere right hand me kalai ke paas aur fingers tak dard ho raha hai, jo raat me aur zyada badh jata hai. Kya ye pregnancy ke 6th month me normal hai, ya mujhe kisi specific test ya doctor ko dikhana chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
701,"Mene calcium aur iron tablet abi tak nhi liye, aur mera 3rd month of pregnancy complete hone wala hai. Kya isse mere aur baby ki health par koi negative impact ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
702,"Level 2 ultrasound kya hota hai, isme kya cheezein check hoti hain, aur pregnancy ke kaunse week, usually 18-22 weeks, me is test ko karne ki salah di jaati hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
703,"Mujhe pichle ek mahine se weekness lag rahi hai, thoda kaam karne par thakan mehsoos hoti hai, aur agar thodi der tak bethun toh kamar ke niche waale hisse me dard hota hai. Saath hi, mujhe din ke dauraan bhi bohot need aati hai, chahe raat ko 7-8 ghante ki neend puri kar loon. Kya yeh kisi medical condition ki nishani ho sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
704,Mera baby abhi 32 weeks ka hai aur ultrasound ke mutabiq breech position mein hai. Kya is stage par baby ka position change ho sakta hai aur kya normal delivery possible hogi?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
705,"Could you please confirm if the outpatient department (OPD) at GMCH (Gauhati Medical College and Hospital) will be open or closed on 1st January, considering it’s a public holiday? I need to know if regular consultations for chronic condition follow-ups will be available that day.",specific,WELL_SPECIFIED,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0,VAGUE,0
706,"I'm pregnant and my last menstrual period started on 16 Oct 2024. Based on that date, how many weeks along would I be in my pregnancy as of today, and should I calculate it from the start of that period or another point in time?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
707,Is it harmful for the baby if I have a 5 cm dermoid cyst in my left ovary during the second trimester of pregnancy?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
708,"What are the safest treatment options for managing appendicitis or a dermoid cyst during the second trimester of pregnancy, and how might these conditions affect the baby and delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
709,"Pregnancy ke 4th month me agar white discharge ho raha ho, jo zyada quantity me ho, ya uska color, smell, ya consistency normal se alag lag raha ho, toh kya yeh kisi problem ki nishani ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
710,Pehla baccha operation (C-section) se 5 saal pehle hua tha. Agar ab dusre pregnancy ki planning kar rahe hain toh kya normal delivery possible hai ya sirf C-section hi karwana padega? Koi complications ki possibility toh nahi hogi?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
711,Pregnancy ke 2nd trimester mein din ke kis specific time par sona aur kis time par khana health ke liye best hoga? Kya aap ek time table bata sakte hain jo morning sickness aur digestion ke liye helpful ho?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
712,"I am 32 weeks pregnant and want to ensure everything is progressing normally. What warning signs, such as preterm labor symptoms, changes in fetal movement, or unusual physical discomfort, should I be looking out for at this stage?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
713,"Bachche ki heart beat 160 bpm aur mother ki heart beat 110 bpm tak badh rahi hai, dono ke liye yeh abnormal range hai kya? Kya aise halat me normal delivery possible hoti hai, aur agar haan, toh normal delivery ke chances kitne hote hain?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
714,"What healthy foods should I focus on including in my diet during my 18th week of pregnancy to support my baby’s development? Also, could you recommend a good brand of juice that’s safe for pregnant women and low in added sugars?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
715,"Ninth month me pregnancy diet kaisa hona chahiye taaki baby ka weight 3 kg ke aas-paas ho, aur normal delivery ke chances badhein, khaskar agar mujhe thoda low hemoglobin ka issue hai aur abhi tak weight gain normal se kam hua hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
716,"Mujhe apne 7 mahine ke pregnancy ke dauraan aisa kya khana chahie jo mere bacche ki growth healthy ho, uska weight thik rahe aur uski skin bhi acchi ho, aur kya kuch khaane se bachche ka complexion par asar padta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
717,"My baby seems to be in good health, but I’m feeling unwell. I’m experiencing a painful, persistent itching sensation near my chest, around my heart area. What could be causing this?",specific,WELL_SPECIFIED,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
718,"I’m currently 7 months pregnant, and at my recent check-up, my doctor mentioned that my baby’s weight is 1.2 kg, which seems a bit low for this stage. What can I do through diet or other lifestyle adjustments to help improve my baby’s weight in a healthy way?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
719,"Lately, the smells of foods I usually enjoy have started to irritate me, sometimes making me feel slightly nauseous. Could this be related to a medical condition, hormonal changes, or something else?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0
720,"Agar 8 mahine ke ultrasound me pata chale ke bachhe ke gale me amniotic cord ek ya do baar lipti hui hai, to kya normal delivery mumkin hai ya C-section ki zarurat pad sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
721,"Abhi mera 8th month pregnancy complete hone wala hai, kya mujhe iron aur calcium ki medicine leni chahiye aur agar haan, toh kitni dosage mein aur kya khaane ke baad ya khaane se pehle leni chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
722,"Third C-section delivery hai, is baar recovery mein complications ya kisi specific risk ka dar hai, jaise excessive bleeding ya infection ka. Kya is stage par extra precautions lene ki zarurat hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
723,"Mera pehla baby c-section se hua tha, kyunki delivery ke waqt complications thi (jese fetal distress ya prolonged labor). Ab main dusri baar pregnant hoon aur yeh jaanna chahti hoon ki kya yeh zaroori hai ki dusri delivery bhi c-section se hi ho, ya normal delivery ka option ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
724,"2.5 months ho gaye hain pregnancy ko, lekin mujhe na vomiting ho rahi hai aur na hi aur koi common pregnancy symptoms jaise nausea waghera, sirf UPT (urine pregnancy test) positive aaya hai. Kya ye normal hai ya mujhe kisi medical test ya doctor checkup ki zarurat hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
725,"3rd month of pregnancy complete hone ke baad normal pregnancy ke case mein sex karna safe hota hai ya koi risk ho sakta hai, especially agar pehle mild spotting ya cramping hua ho?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
726,"Mujhe ye chinta hai ki mere blood pressure ke high ya low hone ke karan mere 6 mahine ke garbh mein pal rahen bacche ki growth theek se ho rahi hai ya nahi, kyunki mere recent ultrasound reports ke baare mein mujhe zyada clarity nahi mili hai.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
727,"If my last menstrual period (LMP) started on 15/05/2024 and I have regular 28-day cycles, what would be my estimated delivery date based on a full-term pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
728,"Coombs test negative hai, toh kya Anti-D injection lagwana zaruri hai agar mera blood group Rh-negative hai aur recent miscarriage ya delivery Rh-positive baby ke saath hui hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
729,"Mera 9 month pregnancy complete ho gaya hai, aur mujhe kab delivery expected hai? Ab tak mujhe koi labor pain nahi hua hai, lekin baby movements theek lag rahe hain. Kya mujhe kisi specific symptoms ka dhyan rakhna chahiye ya doctor ke paas checkup ke liye jana chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
730,"Mere paid me dard he, jo naabhi ke aas paas aur neeche ke hisse mein zyada mehsoos ho raha he, aur saath mein vomiting bhi ho rahi he, har 2-3 ghante mein. Khaane ki koshish kar raha hoon, par kuch hazam nahi ho raha, aur pet bahut halka sa ful gaya lagta he.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
731,"Mujhe typhoid ho gya h aur me breastfeeding mother hu, qa iska asar mere bachche ki growth pr pdega? Aur is condition me mujhe kaunsi dawa aur diet follow karni chahiye taki typhoid jldi theek ho Jaye aur bachcha safe rahe?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
732,"Mujhe lagta hai ki main 3 mahine ki pregnant hoon, lekin mera pet abhi bhi bilkul flat hai. Kya yeh normal hai, ya mujhe kisi doctor se consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
733,"Mujhe roz kaafi tension hoti hai, aksar stress ke wajah se mujhe rona bhi aata hai. Main ek maa hoon aur mere bache ki umar 2 saal hai, toh kya meri mental health ka uski growth ya behavior par koi asar ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
734,"Is mahine ke dauran, bacchy ka movement kidhar hota hai aur ye normally kitne hafte ke baad feel honi shuru hoti hai? Kya ye pet ke kisi specific area me mehsoos hota hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
735,"I want to focus on improving my postpartum brain function, such as memory and concentration, and building emotional resilience to better handle the challenges of caring for my 3-month-old baby.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
736,"Heart rate 147 aye to kya kare agar pulse tez ho to, aur ye resting state me ho raha ho, bina exercise ya physical activity ke, to kya yeh serious concern hai? Saath hi, thoda ghabrahat aur chakkar bhi mehsoos ho raha hai.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
737,"5 mahine ka baccha din me thoda so jata hai par raat ko lagataar ghoom nahi raha hai. Kya ismein gas, pet ki dikkat, ya bhukh ka karan ho sakta hai? Bacche ka routine aur dinbhar ka khana thik se mil raha hai, par raat ko kyun pareshaan hai samajh nahi aa raha.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
738,The trisomy 21 screening result came back as intermediate risk at 1 in 250; I am worried about what this means for my baby and what further tests or steps I should consider.,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
